index,string,shingles
53,aaAAAbBCcdDeeEefggHIIIiJjMnNNnpPQqqRRstuUUUVVvvvVWwXxYZzz,"QqqR,Eefg,qRRs,iJjM,bBCc,Rstu,UUUV,qqRR,JjMn,dDee,gHII,efgg,UUVV,aaAA,CcdD,vvVW,stuU,cdDe,npPQ,WwXx,BCcd,pPQq,NNnp,uUUU,PQqq,eEef,HIII,MnNN,Vvvv,vVWw,IIiJ,nNNn,vvvV,AAAb,DeeE,xYZz,XxYZ,UVVv,wXxY,aAAA,NnpP,VVvv,fggH,IiJj,jMnN,tuUU,eeEe,RRst,IIIi,VWwX,YZzz,AbBC,ggHI,AAbB"
54,bbBbCCdddDDeeeFFggGGHHhHHijjKKKLmnPQqqStTTuUuwWWWWWXyyYZz,"StTT,WXyy,BbCC,wWWW,qStT,eeFF,FggG,nPQq,uUuw,WWXy,XyyY,HHhH,jjKK,GHHh,QqqS,yYZz,bbBb,PQqq,Cddd,TuUu,dDDe,eFFg,eeeF,LmnP,WWWX,KLmn,HHij,Deee,qqSt,tTTu,UuwW,DDee,yyYZ,ggGG,ijjK,ddDD,jKKK,dddD,FFgg,uwWW,KKKL,Hijj,HhHH,hHHi,bCCd,bBbC,CCdd,WWWW,GGHH,TTuU,KKLm,gGGH,mnPQ"
55,aABBCDDDfFFIIIJLmNnopQQsUVwwXxyyZ,"IJLm,aABB,DDfF,nopQ,IIJL,BCDD,VwwX,DDDf,wXxy,QQsU,FFII,sUVw,Xxyy,UVww,ABBC,LmNn,FIII,opQQ,JLmN,CDDD,xyyZ,BBCD,IIIJ,Nnop,DfFF,wwXx,pQQs,fFFI,mNno,QsUV"
56,bBbCcCdddFfHhHIiIIJjKkKmMmNnnnoOOOopPqSssttTttUvWwWwWXXXyYzzZ,"FfHh,dFfH,hHIi,IiII,IJjK,nnno,ttUv,XyYz,ttTt,JjKk,kKmM,nnoO,sttT,BbCc,IIJj,mMmN,yYzz,UvWw,mNnn,YzzZ,fHhH,Cddd,XXyY,CcCd,sstt,PqSs,tUvW,WXXX,HIiI,opPq,iIIJ,cCdd,WwWX,jKkK,qSss,Ssst,wWXX,tTtt,noOO,dddF,HhHI,oOOO,OOop,OopP,WwWw,MmNn,bBbC,bCcC,pPqS,vWwW,ddFf,wWwW,TttU,XXXy,KkKm,KmMm,OOOo,Nnnn"
57,aAAAbBCDDdeFfFgGGhIIkKlOoPPqqrRRsssUVWWZ,"oPPq,gGGh,DDde,bBCD,CDDd,BCDD,VWWZ,FgGG,OoPP,GhII,KlOo,FfFg,lOoP,hIIk,sssU,kKlO,sUVW,eFfF,rRRs,Pqqr,DdeF,AAAb,qrRR,PPqq,deFf,fFgG,IIkK,ssUV,aAAA,Rsss,GGhI,RRss,qqrR,UVWW,IkKl,AbBC,AAbB"
58,aBbcCdDDddEffggikkkkKKLllMmMoOqqRSSSTtUUuvWwxYYyzZ,"BbcC,cCdD,fggi,vWwx,bcCd,DDdd,UuvW,WwxY,YyzZ,SSST,ddEf,lMmM,MoOq,qRSS,kkkK,tUUu,YYyz,DddE,dDDd,OqqR,qqRS,aBbc,dEff,ikkk,llMm,Effg,TtUU,RSSS,KKLl,LllM,kkkk,mMoO,SSTt,gikk,kkKK,KLll,xYYy,UUuv,STtU,oOqq,CdDD,MmMo,kKKL,ggik,uvWw,wxYY,ffgg"
59,aAbCcCCdDDGGgggHHhIIjJjjkLLmNnoppQrStuUuvVVWWWXxxXxXYy,"LLmN,UuvV,VVWW,QrSt,IjJj,HHhI,jJjj,tuUu,WWXx,cCCd,StuU,CCdD,dDDG,vVVW,GGgg,AbCc,xXYy,DDGG,Gggg,jjkL,LmNn,XxxX,uvVV,xXxX,gHHh,pQrS,WWWX,uUuv,ppQr,oppQ,VWWW,hIIj,Nnop,WXxx,rStu,jkLL,CcCC,aAbC,gggH,nopp,kLLm,HhII,CdDD,bCcC,Jjjk,XxXY,xxXx,ggHH,mNno,DGGg,IIjJ"
60,AAbBBCddDeeEFFHHIJKKkKLLLmmMMNNPPPQqqrRrSTtTuUuuVWwwwwWxYyZ,"uUuu,wwWx,bBBC,tTuU,qrRr,KKkK,VWww,AbBB,LLmm,BBCd,wWxY,MNNP,dDee,FHHI,ddDe,eEFF,FFHH,wwww,xYyZ,Qqqr,RrST,HHIJ,eeEF,PPPQ,uuVW,PQqq,kKLL,TuUu,TtTu,UuuV,PPQq,uVWw,KkKL,IJKK,rRrS,EFFH,wwwW,LmmM,WxYy,LLLm,Wwww,HIJK,DeeE,NNPP,JKKk,rSTt,mMMN,KLLL,CddD,MMNN,qqrR,STtT,BCdd,NPPP,mmMM,AAbB"
61,aaaBbBCCdDeeggggGhhIjJjKKklLLnOPpPqqrsTTVVWXxYyz,"jKKk,aaaB,PpPq,eegg,gGhh,KklL,klLL,aaBb,qqrs,BbBC,TTVV,GhhI,dDee,WXxY,IjJj,hhIj,Deeg,rsTT,OPpP,CCdD,aBbB,XxYy,gggg,CdDe,qrsT,sTTV,BCCd,nOPp,LnOP,KKkl,Pqqr,gggG,LLnO,hIjJ,pPqq,jJjK,xYyz,VVWX,bBCC,lLLn,VWXx,eggg,TVVW,JjKK,ggGh"
62,aacDdDeFFFfHiIjMMnNopQqqRTuUuVvwwWXxYyYz,"QqqR,opQq,FfHi,NopQ,uUuV,RTuU,nNop,vwwW,WXxY,wWXx,FFfH,cDdD,jMMn,qRTu,acDd,XxYy,DdDe,eFFF,FFFf,aacD,wwWX,TuUu,xYyY,fHiI,qqRT,HiIj,MMnN,YyYz,Vvww,dDeF,UuVv,DeFF,uVvw,IjMM,iIjM,pQqq,MnNo"
63,aAabbCCDDdeeFgghHHIJJkknNNnOpQqRRSTTttuuVVvwwxxXYYyYZzzzz,"Aabb,Tttu,aAab,ttuu,DDde,STTt,Ddee,CDDd,Zzzz,vwwx,uuVV,RRST,YyYZ,YYyY,eeFg,qRRS,XYYy,kknN,wxxX,bCCD,CCDD,NnOp,HHIJ,VVvw,deeF,yYZz,wwxx,xxXY,knNN,eFgg,Jkkn,RSTT,Fggh,uVVv,NNnO,tuuV,ghHH,nNNn,bbCC,hHHI,nOpQ,Vvww,IJJk,OpQq,JJkk,pQqR,TTtt,QqRR,zzzz,xXYY,gghH,abbC,YZzz,HIJJ"
64,aABBbBBCCCcdddDFfgGhhjJKllLllMnNNOoPqqqQrSSSTuVVVVXY,"hjJK,bBBC,SSTu,gGhh,aABB,uVVV,dDFf,CCCc,ABBb,cddd,STuV,fgGh,lMnN,DFfg,BbBB,Ghhj,BBbB,hhjJ,qqqQ,QrSS,SSST,rSSS,BBCC,JKll,llMn,NNOo,llLl,jJKl,FfgG,Pqqq,MnNN,CCcd,nNNO,qQrS,VVVX,BCCC,lLll,VVVV,dddD,KllL,qqQr,LllM,NOoP,ddDF,Ccdd,OoPq,TuVV,VVXY,oPqq"
65,AAbbCFfFgGGhhHIJjjkKllmMNNNqQTtUUVVwXxyYz,"AbbC,GGhh,Kllm,VwXx,gGGh,jkKl,jjkK,MNNN,GhhH,hhHI,HIJj,mMNN,FgGG,UUVV,wXxy,UVVw,FfFg,CFfF,NNqQ,NNNq,NqQT,kKll,qQTt,AAbb,tUUV,VVwX,IJjj,hHIJ,TtUU,fFgG,xyYz,lmMN,bCFf,Jjjk,QTtU,XxyY,llmM,bbCF"
66,AaaBcEFgGGGhHHIiiikkKlLlmmmNNOOpppPppRrrRSsTtVwwwWwXYYy,"KlLl,aBcE,AaaB,GGGh,pppP,GhHH,TtVw,ppPp,BcEF,wXYY,cEFg,FgGG,kkKl,Iiii,NOOp,SsTt,XYYy,ikkK,Vwww,kKlL,EFgG,lmmm,iiik,pRrr,ppRr,PppR,wwwW,mNNO,RrrR,mmNN,wWwX,rrRS,OOpp,wwWw,hHHI,mmmN,HHIi,aaBc,pPpp,Llmm,HIii,gGGG,WwXY,rRSs,RSsT,Oppp,GGhH,NNOO,sTtV,tVww,lLlm,iikk"
67,AaaABbccCdDdeEEEEFfGggGhHIiLmNoOoRSSTUvVwWXzz,"mNoO,hHIi,cCdD,GhHI,EEFf,eEEE,DdeE,UvVw,ccCd,bccC,STUv,EEEE,dDde,OoRS,Bbcc,NoOo,ABbc,HIiL,aaAB,CdDd,FfGg,VwWX,vVwW,GggG,oRSS,aABb,EFfG,oOoR,TUvV,EEEF,RSST,iLmN,AaaA,WXzz,gGhH,SSTU,fGgg,IiLm,deEE,wWXz,LmNo,ggGh"
68,aAbBDDEehiijkKMNnooPpqrTtTtuVVvXXy,"ijkK,BDDE,jkKM,DEeh,AbBD,pqrT,TtTt,TtuV,VVvX,ooPp,Nnoo,tuVV,nooP,vXXy,MNno,ehii,uVVv,KMNn,hiij,bBDD,VvXX,rTtT,DDEe,Eehi,oPpq,iijk,qrTt,Ppqr,kKMN,aAbB,tTtu"
69,AabccccDddddeFGggHIIjjKkklmmNNooPpqqqRsSSSSTTtuUvvWyzz,"TTtu,SSTT,vWyz,mNNo,STTt,gHII,IIjj,UvvW,FGgg,ddde,dddd,IjjK,deFG,lmmN,SSSS,ooPp,qqRs,SSST,NooP,TtuU,abcc,Dddd,sSSS,Kkkl,ccDd,ddeF,mmNN,tuUv,qRsS,cccD,bccc,Aabc,qqqR,pqqq,Wyzz,jjKk,HIIj,eFGg,cccc,Ppqq,oPpq,GggH,vvWy,kklm,cDdd,NNoo,uUvv,jKkk,RsSS,ggHI,klmm"
70,AccEEEFfFgggHHIIiKLMMOOOPPQqrsssTUuuvVvWXyzzZ,"uuvV,vVvW,ssTU,EEFf,TUuu,qrss,OOPP,Xyzz,IIiK,ccEE,FfFg,gHHI,EFfF,vWXy,sTUu,MOOO,rsss,HHII,PPQq,AccE,sssT,fFgg,yzzZ,Qqrs,PQqr,OOOP,VvWX,OPPQ,LMMO,HIIi,IiKL,WXyz,gggH,EEEF,iKLM,KLMM,MMOO,uvVv,ggHH,Uuuv,Fggg,cEEE"
71,aABBCdeeEffGHhHhhIIiJJKKLmmPpqQqQQrRSstuUUuuVvVWxXxYYyZ,"HhHh,qQQr,aABB,YYyZ,eEff,hhII,BBCd,eeEf,PpqQ,UUuu,GHhH,stuU,QQrR,Cdee,ffGH,qQqQ,ABBC,xXxY,UuuV,pqQq,QqQQ,JJKK,WxXx,fGHh,IIiJ,RSst,VvVW,uUUu,uuVv,IiJJ,HhhI,hHhh,uVvV,LmmP,hIIi,KLmm,JKKL,xYYy,VWxX,mPpq,EffG,QrRS,rRSs,tuUU,iJJK,vVWx,deeE,XxYY,BCde,KKLm,Sstu,mmPp"
72,aaAcCCDddDeFfGGGIjkKKmmmMoppPQRsttuvvVVwxzzZ,"GGIj,vvVV,CDdd,fGGG,vVVw,VVwx,pPQR,ddDe,Vwxz,wxzz,kKKm,xzzZ,uvvV,QRst,sttu,GIjk,tuvv,ppPQ,KKmm,Kmmm,DeFf,IjkK,mmMo,mmmM,Mopp,AcCC,jkKK,oppP,ttuv,aaAc,FfGG,mMop,dDeF,cCCD,eFfG,Rstt,DddD,CCDd,GGGI,PQRs,aAcC"
73,aACdDEeEFFgGGHhhhiiKllLlMMNNooOppPQSSttTTUvvvxXXY,"GGHh,NooO,vvvx,DEeE,hiiK,SStt,EFFg,OppP,FgGG,TUvv,eEFF,dDEe,hhhi,ACdD,iiKl,PQSS,TTUv,EeEF,tTTU,vxXX,GHhh,llLl,ppPQ,QSSt,ttTT,Uvvv,CdDE,SttT,MNNo,hhii,iKll,pPQS,vvxX,lLlM,KllL,lMMN,aACd,LlMM,oOpp,ooOp,MMNN,NNoo,Hhhh,FFgG,xXXY,gGGH"
74,aaaBccCdDEEeggGGHhiIIjJJjklLMMMnnnNooPpPQrRSSsTTuUuUVwxxxyz,"aaaB,rRSS,uUVw,cCdD,eggG,GGHh,DEEe,IjJJ,MMMn,Jjkl,nnNo,klLM,oPpP,ccCd,UuUV,dDEE,ooPp,Mnnn,NooP,hiII,SSsT,jJJj,jklL,sTTu,PpPQ,Vwxx,GHhi,CdDE,MMnn,PQrR,JJjk,TuUu,SsTT,xxxy,RSSs,aBcc,pPQr,ggGG,nnnN,xxyz,BccC,aaBc,iIIj,lLMM,UVwx,LMMM,wxxx,HhiI,nNoo,QrRS,uUuU,EEeg,Eegg,TTuU,gGGH,IIjJ"
75,abbbBcccDeefFhiiIjJkkLlLmOpPPqqrsTtTTUVVvWWwxxXxxYYYzZZZ,"vWWw,rsTt,Bccc,kkLl,VvWW,IjJk,YYzZ,qqrs,jJkk,TUVV,kLlL,xXxx,bBcc,eefF,LlLm,wxxX,xYYY,JkkL,YYYz,xxYY,tTTU,lLmO,fFhi,mOpP,Fhii,qrsT,TtTT,ccDe,hiiI,XxxY,OpPP,cDee,LmOp,abbb,cccD,iiIj,Pqqr,VVvW,YzZZ,zZZZ,Wwxx,bbbB,PPqq,UVVv,sTtT,efFh,iIjJ,WWwx,TTUV,Deef,xxXx,pPPq,bbBc"
76,abbcCddefFffGghhhJjjJKlLlMMNnnpqRrRssStttUuuuvwWWxXXxxZzZ,"KlLl,hhhJ,jjJK,Gghh,uuvw,WxXX,WWxX,bcCd,abbc,wWWx,JKlL,ddef,Sttt,defF,ssSt,XxxZ,npqR,pqRr,xXXx,sStt,fGgh,Uuuu,Cdde,qRrR,vwWW,XXxx,jJKl,RssS,fFff,bbcC,cCdd,FffG,lLlM,tUuu,ttUu,xxZz,xZzZ,MMNn,uvwW,tttU,lMMN,uuuv,ghhh,JjjJ,nnpq,hhJj,RrRs,LlMM,rRss,efFf,MNnn,Nnnp,hJjj,ffGg"
77,AAABbCccccdDddEffggGhkKkKLLlNNnNooQQRRRRSsTTTuUuVvwWxXYYYyz,"KLLl,hkKk,LLlN,AAAB,wWxX,ooQQ,ccdD,uUuV,ABbC,WxXY,cccd,bCcc,lNNn,GhkK,ddEf,cdDd,kKkK,dDdd,NooQ,sTTT,BbCc,YYyz,RRRR,DddE,kKLL,TuUu,SsTT,KkKL,dEff,AABb,QQRR,oQQR,vwWx,TTTu,YYYy,LlNN,fggG,Effg,cccc,NNnN,UuVv,NnNo,gGhk,QRRR,XYYY,uVvw,nNoo,RRRS,RSsT,VvwW,xXYY,TTuU,RRSs,ffgg,Cccc,ggGh"
78,bCCcccDDDDDFfGgghijKKmmMnNOOPqQRRSTtTtuVvVVxxxxYyYz,"xxxY,mmMn,gghi,CCcc,mMnN,QRRS,RRST,RSTt,KmmM,cDDD,ijKK,TtTt,TtuV,PqQR,hijK,DDDD,MnNO,OPqQ,qQRR,bCCc,jKKm,DFfG,VvVV,xxxx,KKmm,DDDF,FfGg,vVVx,xYyY,NOOP,DDFf,cccD,YyYz,uVvV,nNOO,tuVv,ghij,OOPq,xxYy,fGgg,ccDD,Gggh,STtT,VVxx,Vxxx,tTtu,Cccc"
79,AAabBccCCcdDeFFfgGGHhhIIIJJkMNooPpRRrstUvwXxxXxYYyyZZz,"AAab,GGHh,UvwX,hhII,IIJJ,eFFf,wXxx,kMNo,bBcc,MNoo,CcdD,Rrst,cdDe,ooPp,tUvw,abBc,NooP,yZZz,AabB,GHhh,XxxX,ccCC,RRrs,YyyZ,xXxY,vwXx,FfgG,oPpR,CCcd,hIII,rstU,JkMN,pRRr,IIIJ,IJJk,BccC,YYyy,HhhI,dDeF,stUv,yyZZ,DeFF,xYYy,cCCc,fgGG,FFfg,XxYY,JJkM,xxXx,gGGH,PpRR"
80,AaAabBBdDDeeFffGGGhJJjJKlLllmMmnnOOPpPqqQRssUUVwwwXyyYyyZ,"KlLl,PpPq,BBdD,aAab,GGGh,wwwX,DeeF,fGGG,abBB,sUUV,ffGG,hJJj,JKlL,mMmn,UUVw,XyyY,OPpP,eFff,nOOP,Vwww,QRss,yyYy,qqQR,UVww,ssUU,AabB,YyyZ,dDDe,JJjJ,jJKl,BdDD,qQRs,GhJJ,FffG,DDee,lLll,yYyy,pPqq,GGhJ,Mmnn,bBBd,mnnO,JjJK,lmMm,nnOO,wwXy,eeFf,llmM,PqqQ,AaAa,wXyy,OOPp,RssU,Lllm"
81,aaabbbcccEeeFGGHhiiIjkkoOqqrRsTvxX,"Hhii,GGHh,rRsT,cccE,koOq,ccEe,jkko,RsTv,EeeF,eeFG,GHhi,hiiI,abbb,aaab,iiIj,bccc,TvxX,FGGH,iIjk,Ijkk,sTvx,bbbc,eFGG,oOqq,Oqqr,qqrR,kkoO,qrRs,bbcc,aabb,cEee"
82,aBBBbBcDDEeEfgGHIkKllmnnOooPpPPPPqqqqRRttUuUuvvWxXYy,"fgGH,OooP,nOoo,RRtt,qRRt,Kllm,bBcD,DEeE,EeEf,qqRR,BBBb,UuUu,WxXY,oPpP,GHIk,BcDD,BBbB,ooPp,aBBB,pPPP,xXYy,vWxX,BbBc,nnOo,PPPP,Uuvv,PpPP,eEfg,EfgG,kKll,Pqqq,tUuU,RttU,HIkK,uvvW,uUuv,qqqR,ttUu,DDEe,PPqq,mnnO,vvWx,cDDE,lmnn,qqqq,IkKl,llmn,gGHI,PPPq"
83,abBbbcdffFghIjjKkKkLMmNNOpppqtuuVvVWWxz,"pqtu,ffFg,MmNN,cdff,fFgh,qtuu,IjjK,Bbbc,WWxz,bbcd,NOpp,FghI,KkLM,mNNO,tuuV,KkKk,bBbb,LMmN,dffF,VvVW,jKkK,kKkL,uuVv,jjKk,bcdf,kLMm,pppq,ppqt,abBb,vVWW,uVvV,NNOp,VWWx,ghIj,Oppp,hIjj"
84,AbbBCccDEeeFGGhhhijkkLMmnnnnppqQQRRrrSSSSSuVvVWwWXYyyyZZ,"kkLM,DEee,GGhh,WXYy,bBCc,AbbB,QRRr,ppqQ,Yyyy,SSSS,hhhi,Ghhh,VWwW,rSSS,ijkk,SSSu,XYyy,EeeF,eeFG,hhij,LMmn,nnnp,nppq,ccDE,vVWw,jkkL,QQRR,RRrr,cDEe,nnnn,WwWX,VvVW,hijk,kLMm,qQQR,bbBC,SuVv,wWXY,Mmnn,uVvV,yyZZ,SSuV,yyyZ,mnnn,eFGG,CccD,rrSS,RrrS,nnpp,pqQQ,FGGh,BCcc"
85,AbBcCCCeeEEeeffhHhIiijjkKkllllmMMnNOOpPqQqSStttTtTtUVWYYzz,"eeff,ijjk,effh,HhIi,eEEe,Eeef,jjkK,Iiij,OpPq,pPqQ,qQqS,SStt,VWYY,WYYz,Kkll,EEee,ttTt,TtTt,Sttt,AbBc,NOOp,QqSS,llll,MnNO,YYzz,ffhH,lllm,cCCC,PqQq,hHhI,qSSt,TtUV,CCee,CCCe,BcCC,MMnN,UVWY,lmMM,CeeE,mMMn,nNOO,hIii,kKkl,tttT,tTtU,bBcC,fhHh,OOpP,llmM,tUVW,jkKk,tTtT,eeEE,iijj,klll"
86,BCdDdDeffGGgGhiJKkllmmNoOPQQqQqRSuVVWXYYYzzzz,"NoOP,mNoO,gGhi,OPQQ,GhiJ,QqQq,kllm,QqRS,llmm,Kkll,ffGG,PQQq,RSuV,lmmN,uVVW,BCdD,YYYz,SuVV,VWXY,YYzz,DdDe,iJKk,QQqQ,CdDd,qRSu,dDef,oOPQ,GGgG,JKkl,Deff,WXYY,hiJK,effG,qQqR,VVWX,dDdD,XYYY,zzzz,Yzzz,fGGg,mmNo,GgGh"
87,bBBdgGhHHiIjJKlLLMoorrRUuUVwWWXZ,"uUVw,GhHH,rRUu,BBdg,BdgG,JKlL,UuUV,LMoo,oorr,HHiI,jJKl,rrRU,orrR,UVwW,WWXZ,HiIj,wWWX,IjJK,RUuU,LLMo,dgGh,lLLM,bBBd,iIjJ,KlLL,hHHi,gGhH,VwWW,Moor"
88,aCcdDDEEEEFFfFFggHIIiJLnNnooOpppQtTtttuUuvvwWyYYYyy,"nNno,aCcd,yYYY,DEEE,pppQ,LnNn,gHII,nooO,WyYY,CcdD,FfFF,vvwW,EEEE,pQtT,FggH,Nnoo,uvvw,EEFF,iJLn,JLnN,Uuvv,ppQt,dDDE,uUuv,fFFg,IIiJ,YYYy,vwWy,IiJL,wWyY,YYyy,cdDD,tTtt,DDEE,FFgg,HIIi,QtTt,EEEF,FFfF,Tttt,EFFf,oOpp,ooOp,Oppp,tttu,ttuU,ggHI,tuUu"
89,aAAbCCDDDeeGgGhhhHHjjkMmNnNOOpppPpqqqQqQRSSstttuuvwWwXxyyZ,"AbCC,gGhh,jkMm,pppP,uuvw,ttuu,hhhH,ppPp,sttt,hhHH,SSst,NnNO,eeGg,wXxy,vwWw,NOOp,qqqQ,bCCD,CCDD,Ghhh,WwXx,Xxyy,DeeG,qQqQ,eGgG,QRSS,wWwX,CDDD,RSSs,mNnN,xyyZ,aAAb,Hjjk,OOpp,jjkM,pPpq,pqqq,DDee,qqQq,Sstt,hHHj,Ppqq,uvwW,nNOO,kMmN,qQRS,HHjj,Oppp,AAbC,MmNn,QqQR,tttu,tuuv,DDDe,GgGh"
90,AABbCCeeeefGgHhiiJjKKKlmMMMNOpQRRTTUuVvWxXYyZzzZZ,"uVvW,BbCC,Hhii,GgHh,MNOp,ABbC,MMMN,WxXY,efGg,VvWx,iiJj,fGgH,QRRT,TUuV,zzZZ,eeef,yZzz,pQRR,xXYy,vWxX,hiiJ,RTTU,KlmM,gHhi,OpQR,eefG,AABb,iJjK,CCee,lmMM,KKlm,Ceee,XYyZ,jKKK,mMMM,MMNO,NOpQ,ZzzZ,UuVv,TTUu,bCCe,RRTT,YyZz,JjKK,KKKl,eeee"
91,aaabccCddfhIJkLlLNooQqqRsuUuVwwyY,"QqqR,ddfh,RsuU,dfhI,uUuV,oQqq,uVww,LlLN,kLlL,ccCd,suUu,bccC,qqRs,JkLl,NooQ,wwyY,abcc,UuVw,IJkL,aabc,aaab,cCdd,qRsu,ooQq,Cddf,Vwwy,fhIJ,LNoo,lLNo,hIJk"
92,aAbBbbBBCdeffFhIiijjJkKklMnnOPrrRSStuVYZz,"deff,bBBC,rRSS,uVYZ,VYZz,klMn,nnOP,lMnn,BbbB,Iiij,BBCd,KklM,fFhI,PrrR,tuVY,MnnO,OPrr,effF,jjJk,SStu,FhIi,ffFh,JkKk,nOPr,rrRS,bBbb,RSSt,StuV,Cdef,AbBb,hIii,kKkl,jJkK,bbBB,aAbB,BCde,iijj,ijjJ"
93,aBcCdDDDEgHHHhhIIiiIjjkKKLlLmnNNOoOopPpqqqRssSSTTuvVvWWwxXxYyzz,"vWWw,SSTT,vVvW,VvWW,cCdD,IiiI,mnNN,OoOo,oOop,jjkK,hhII,WwxX,aBcC,LlLm,qqRs,gHHH,DDEg,XxYy,BcCd,EgHH,qRss,STTu,HHhh,lLmn,NNOo,ssSS,HHHh,sSST,wxXx,LmnN,xXxY,TuvV,RssS,nNNO,NOoO,DEgH,iiIj,KLlL,TTuv,Ijjk,jkKK,qqqR,pPpq,pqqq,opPp,HhhI,KKLl,Ppqq,xYyz,Yyzz,hIIi,OopP,CdDD,kKKL,WWwx,dDDD,uvVv,IIii,iIjj,DDDE"
94,aAaBBcCceeEEFFgIJKKllllMmNopqQQRrRRStUUUvVVVVVwwWwWxXXYy,"UUvV,gIJK,WxXX,wWxX,FFgI,vVVV,WwWx,UvVV,EFFg,StUU,cCce,lllM,tUUU,BBcC,llll,MmNo,EEFF,KKll,QRrR,lMmN,aBBc,Ccee,IJKK,FgIJ,UUUv,aAaB,VwwW,AaBB,RrRR,wwWw,eEEF,llMm,mNop,qQQR,VVVV,ceeE,opqQ,Nopq,rRRS,VVVw,XXYy,VVww,QQRr,Klll,wWwW,RStU,xXXY,BcCc,eeEE,JKKl,pqQQ,RRSt"
95,aAAAaAACCDDffGGGhIklLmmNnnNnnOoPPqRrrRssUuVWwxxXy,"oPPq,DffG,GGGh,NnnN,fGGG,AaAA,GhIk,ffGG,AAaA,OoPP,hIkl,IklL,wxxX,CCDD,mmNn,PqRr,rrRs,mNnn,nnOo,CDDf,klLm,nNnn,PPqR,uVWw,RrrR,VWwx,ssUu,UuVW,sUuV,AAAa,nnNn,lLmm,Wwxx,nOoP,LmmN,aAAA,qRrr,GGhI,DDff,aAAC,ACCD,rRss,xxXy,RssU,AACC,NnnO"
96,AcCffFGgHiIiijJllmmMNOPRsSTuwXxY,"jJll,RsST,mMNO,mmMN,Iiij,lmmM,ffFG,GgHi,llmm,sSTu,STuw,gHiI,PRsS,OPRs,MNOP,NOPR,cCff,ijJl,FGgH,Jllm,AcCf,HiIi,fFGg,TuwX,wXxY,iijJ,iIii,CffF,uwXx"
97,AaBbcCcEgHhJjjkLLLMMNnOoOppPQQrRssSSttTuVVvWXxyyZzZ,"BbcC,NnOo,SStt,AaBb,yyZz,gHhJ,CcEg,LLMM,OppP,sSSt,cCcE,tTuV,QQrR,PQQr,Xxyy,LLLM,vWXx,kLLL,OoOp,jjkL,nOoO,ppPQ,HhJj,cEgH,ssSS,ttTu,SttT,uVVv,EgHh,aBbc,xyyZ,VVvW,bcCc,VvWX,QrRs,WXxy,jkLL,MMNn,TuVV,oOpp,Jjjk,MNnO,LMMN,pPQQ,rRss,hJjj,yZzZ,RssS"
98,AAbbCCdDDEGhijMMMpPqQQRrRstUUuvVY,"AbbC,stUU,UuvV,pPqQ,jMMM,MMpP,CCdD,Ghij,ijMM,uvVY,QRrR,tUUu,dDDE,DDEG,AAbb,bbCC,EGhi,qQQR,DEGh,MpPq,UUuv,QQRr,hijM,RrRs,bCCd,CdDD,rRst,MMMp,PqQQ,RstU"
99,abbbCcCcCdEefghiIIijkKKNNnOoppPQssTtuuvxyyYYYzzzZ,"vxyy,CcCc,NnOo,Eefg,ijkK,yYYY,Ttuu,kKKN,CdEe,PQss,fghi,YYYz,Iijk,KKNN,KNNn,hiII,nOop,YYzz,zzzZ,ppPQ,pPQs,uuvx,cCcC,CcCd,NNnO,Oopp,abbb,bbbC,jkKK,oppP,tuuv,cCdE,dEef,ghiI,efgh,xyyY,sTtu,ssTt,IIij,uvxy,bCcC,iIIi,yyYY,Yzzz,QssT,bbCc"
100,abBcdeeefGhhIJKMnNnOOpPqqRRStTVXXz,"TVXX,RStT,nOOp,cdee,hhIJ,OpPq,qqRR,StTV,GhhI,PqqR,qRRS,eeef,abBc,MnNn,NnOO,KMnN,nNnO,JKMn,fGhh,eefG,VXXz,hIJK,bBcd,pPqq,efGh,Bcde,deee,tTVX,OOpP,RRSt,IJKM"
101,AAABbcCcccDddEfffFggHHiJjKKlllLmNnnoOooPpssTTUuUuUvVwwWXXYYYyZZz,"ffFg,BbcC,fffF,TUuU,OooP,YYyZ,AAAB,HiJj,UuUu,lllL,ssTT,jKKl,sTTU,UvVw,XXYY,ddEf,noOo,ooPp,FggH,Efff,HHiJ,nnoO,vVww,yZZz,KKll,mNnn,ABbc,YyZZ,LmNn,DddE,uUvV,wwWX,ccDd,Nnno,VwwW,dEff,fFgg,AABb,cccD,gHHi,iJjK,lLmN,bcCc,WXXY,YYYy,UuUv,llLm,Ppss,wWXX,oOoo,oPps,cCcc,TTUu,XYYY,uUuU,cDdd,Klll,pssT,ggHH,JjKK,Cccc"
102,aaBCcCCccCDDdEeefHIjjjKMMmnnnNooQQqQrRrrssTuuUVwWwXZz,"cCDD,HIjj,uUVw,jKMM,CCcc,ooQQ,Eeef,DDdE,CDDd,qQrR,DdEe,nnNo,QqQr,ssTu,KMMm,NooQ,aaBC,dEee,wXZz,QQqQ,fHIj,rRrr,wWwX,UVwW,MMmn,aBCc,ccCD,BCcC,WwXZ,nnnN,rssT,CccC,eefH,efHI,TuuU,CcCC,jjjK,Mmnn,Rrrs,VwWw,Ijjj,cCCc,mnnn,QrRr,jjKM,sTuu,nNoo,oQQq,rrss,uuUV"
